,EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
730,RM1425,35,26-35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,2,Male,48,3,2,Research Scientist,3,Single,5098,5001_to_10000,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8.0
731,RM1451,35,26-35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,3,Female,31,3,3,Human Resources,4,Single,8837,5001_to_10000,16642,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7.0
732,RM1457,35,26-35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80,3,2,Healthcare Representative,3,Married,5689,5001_to_10000,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2.0
733,RM1459,35,26-35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,3,Female,62,1,1,Research Scientist,4,Married,2977,Up_to_5000,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1.0
734,RM010,36,36-45,No,Travel_Rarely,1299,Research & Development,27,3,Medical,1,13,3,Male,94,3,2,Healthcare Representative,3,Married,5237,5001_to_10000,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7.0
735,RM022,36,36-45,Yes,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,27,3,Male,82,2,1,Sales Representative,1,Single,3407,Up_to_5000,6986,7,Y,No,23,4,2,80,0,10,4,3,5,3,0,3.0
736,RM039,36,36-45,No,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,51,2,Female,82,2,1,Research Scientist,1,Married,3419,Up_to_5000,13072,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0.0
737,RM065,36,36-45,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,10001_to_15000,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8.0
738,RM067,36,36-45,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85,2,Male,95,2,2,Manufacturing Director,2,Single,6499,5001_to_10000,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3.0
739,RM070,36,36-45,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,90,4,Male,79,2,1,Research Scientist,3,Married,3388,Up_to_5000,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,
740,RM075,36,36-45,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,3038,Up_to_5000,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,
741,RM118,36,36-45,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738,5001_to_10000,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8.0
742,RM119,36,36-45,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,Up_to_5000,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0.0
743,RM136,36,36-45,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,Up_to_5000,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1.0
744,RM173,36,36-45,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,Up_to_5000,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2.0
745,RM208,36,36-45,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153,Up_to_5000,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,
746,RM221,36,36-45,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,5001_to_10000,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7.0
747,RM270,36,36-45,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210,Up_to_5000,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11.0
748,RM292,36,36-45,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,30,3,2,Research Scientist,2,Single,4485,Up_to_5000,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7.0
749,RM299,36,36-45,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,Up_to_5000,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0.0
750,RM306,36,36-45,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,2,Female,47,3,2,Laboratory Technician,2,Married,5674,5001_to_10000,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8.0
751,RM359,36,36-45,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,6653,5001_to_10000,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,
752,RM360,36,36-45,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,5001_to_10000,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,
753,RM378,36,36-45,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,2543,Up_to_5000,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2.0
754,RM385,36,36-45,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,7596,5001_to_10000,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0.0
755,RM443,36,36-45,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,9980,5001_to_10000,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7.0
756,RM512,36,36-45,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,5001_to_10000,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2.0
757,RM542,36,36-45,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,Research Director,1,Married,11713,10001_to_15000,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5.0
758,RM570,36,36-45,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587,5001_to_10000,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9.0
759,RM594,36,36-45,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,5001_to_10000,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5.0
760,RM600,36,36-45,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,2143,Up_to_5000,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4.0
761,RM622,36,36-45,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,2,Male,56,3,2,Sales Executive,4,Married,6201,5001_to_10000,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11.0
762,RM634,36,36-45,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,1,Male,77,2,1,Human Resources,1,Married,2342,Up_to_5000,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3.0
763,RM665,36,36-45,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586,5001_to_10000,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11.0
764,RM681,36,36-45,No,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,65,3,1,Research Scientist,4,Single,4678,Up_to_5000,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1.0
765,RM688,36,36-45,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,Up_to_5000,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9.0
766,RM694,36,36-45,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married,10325,10001_to_15000,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7.0
767,RM709,36,36-45,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079,5001_to_10000,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7.0
768,RM753,36,36-45,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,Up_to_5000,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14.0
769,RM762,36,36-45,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,Up_to_5000,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0.0
770,RM774,36,36-45,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,5001_to_10000,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8.0
771,RM818,36,36-45,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,5001_to_10000,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9.0
772,RM874,36,36-45,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,Up_to_5000,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7.0
773,RM883,36,36-45,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,10001_to_15000,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7.0
774,RM901,36,36-45,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,Up_to_5000,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7.0
775,RM928,36,36-45,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,5001_to_10000,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12.0
776,RM943,36,36-45,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5001_to_10000,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7.0
777,RM969,36,36-45,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married,4639,Up_to_5000,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13.0
778,RM1012,36,36-45,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,5001_to_10000,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1.0
779,RM1019,36,36-45,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810,5001_to_10000,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8.0
780,RM1020,36,36-45,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married,5647,5001_to_10000,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2.0
781,RM1103,36,36-45,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,Male,70,3,1,Sales Representative,4,Single,2644,Up_to_5000,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2.0
782,RM1122,36,36-45,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,5001_to_10000,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0.0
783,RM1129,36,36-45,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,5001_to_10000,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2.0
784,RM1146,36,36-45,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,Up_to_5000,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1.0
785,RM1174,36,36-45,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,5001_to_10000,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2.0
786,RM1181,36,36-45,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,Up_to_5000,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3.0
787,RM1183,36,36-45,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,Up_to_5000,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2.0
788,RM1184,36,36-45,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,5001_to_10000,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4.0
789,RM1200,36,36-45,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,5001_to_10000,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2.0
790,RM1221,36,36-45,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,Up_to_5000,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7.0
791,RM1237,36,36-45,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,5001_to_10000,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2.0
792,RM1279,36,36-45,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,5001_to_10000,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7.0
793,RM1316,36,36-45,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,5001_to_10000,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0.0
794,RM1341,36,36-45,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,5001_to_10000,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7.0
795,RM1348,36,36-45,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,Up_to_5000,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8.0
796,RM1356,36,36-45,No,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,Sales Executive,2,Married,5507,5001_to_10000,16822,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3.0
797,RM1384,36,36-45,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810,Up_to_5000,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2.0
798,RM1440,36,36-45,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,94,2,3,Sales Executive,4,Married,7644,5001_to_10000,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4.0
799,RM1441,36,36-45,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,5001_to_10000,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2.0
800,RM1448,36,36-45,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,5001_to_10000,10436,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11.0
801,RM1454,36,36-45,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,5001_to_10000,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0.0
802,RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,Up_to_5000,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3.0
803,RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,Up_to_5000,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,2.0
804,RM003,37,36-45,Yes,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,Single,2090,Up_to_5000,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0.0
805,RM048,37,36-45,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022,Up_to_5000,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0.0
806,RM060,37,36-45,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,5001_to_10000,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7.0
807,RM079,37,36-45,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,13664,10001_to_15000,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2.0
808,RM101,37,36-45,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,Up_to_5000,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2.0
809,RM105,37,36-45,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,5001_to_10000,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0.0
810,RM116,37,36-45,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,5001_to_10000,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3.0
811,RM196,37,36-45,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,3564,Up_to_5000,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7.0
812,RM223,37,36-45,No,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,12185,10001_to_15000,10056,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7.0
813,RM227,37,36-45,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,Up_to_5000,2539,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8.0
814,RM249,37,36-45,No,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,83,2,1,Research Scientist,1,Married,3920,Up_to_5000,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,
815,RM251,37,36-45,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,10001_to_15000,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,
816,RM274,37,36-45,No,Travel_Rarely,228,Sales,6,4,Medical,1,378,3,Male,98,3,2,Sales Executive,4,Married,6502,5001_to_10000,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1.0
817,RM276,37,36-45,No,Non-Travel,728,Research & Development,1,4,Medical,1,380,1,Female,80,3,3,Research Director,4,Divorced,13603,10001_to_15000,11677,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2.0
818,RM286,37,36-45,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,2115,Up_to_5000,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7.0
819,RM295,37,36-45,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,2326,Up_to_5000,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2.0
820,RM341,37,36-45,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,5001_to_10000,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4.0
821,RM354,37,36-45,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,5001_to_10000,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7.0
822,RM365,37,36-45,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,Up_to_5000,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3.0
823,RM387,37,36-45,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,Up_to_5000,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17.0
824,RM390,37,36-45,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,Up_to_5000,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1.0
825,RM399,37,36-45,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,Up_to_5000,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7.0
826,RM465,37,36-45,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,5001_to_10000,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2.0
827,RM468,37,36-45,No,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,5001_to_10000,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7.0
828,RM473,37,36-45,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,5001_to_10000,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3.0
829,RM487,37,36-45,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,9602,5001_to_10000,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0.0
830,RM507,37,36-45,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,5001_to_10000,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8.0
831,RM523,37,36-45,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,4680,Up_to_5000,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0.0
832,RM578,37,36-45,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,Up_to_5000,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3.0
833,RM629,37,36-45,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,5001_to_10000,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0.0
834,RM649,37,36-45,No,Travel_Frequently,1231,Sales,21,2,Medical,1,900,3,Female,54,3,1,Sales Representative,4,Married,2973,Up_to_5000,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0.0
835,RM653,37,36-45,No,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32,3,3,Sales Executive,2,Single,7642,5001_to_10000,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9.0
836,RM696,37,36-45,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609,10001_to_15000,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7.0
837,RM745,37,36-45,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,Up_to_5000,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0.0
838,RM768,37,36-45,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,Up_to_5000,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1.0
839,RM796,37,36-45,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,5001_to_10000,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0.0
840,RM833,37,36-45,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,5001_to_10000,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3.0
841,RM856,37,36-45,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,5001_to_10000,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11.0
842,RM990,37,36-45,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married,2996,Up_to_5000,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3.0
843,RM1002,37,36-45,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629,Up_to_5000,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2.0
844,RM1023,37,36-45,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,Up_to_5000,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3.0
845,RM1090,37,36-45,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,1,Male,47,3,2,Research Scientist,4,Married,4285,Up_to_5000,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7.0
846,RM1159,37,36-45,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,5001_to_10000,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2.0
